schema,symbol,previous_tick,current_tick,gap_seconds
SOLTRADE_PHASE6_V30_TICK_GAP_V1,NZDUSD,2021.01.15 23:57:59,2021.01.18 00:00:00,172921
SOLTRADE_PHASE6_V30_TICK_GAP_V1,NZDUSD,2021.01.22 23:57:59,2021.01.25 00:00:00,172921
SOLTRADE_PHASE6_V30_TICK_GAP_V1,NZDUSD,2021.01.29 23:57:59,2021.02.01 00:00:00,172921
SOLTRADE_PHASE6_V30_TICK_GAP_V1,NZDUSD,2021.02.05 23:57:59,2021.02.08 00:00:30,172951
SOLTRADE_PHASE6_V30_TICK_GAP_V1,NZDUSD,2021.02.12 23:57:59,2021.02.15 00:00:30,172951
SOLTRADE_PHASE6_V30_TICK_GAP_V1,NZDUSD,2021.02.19 23:57:59,2021.02.22 00:01:00,172981
SOLTRADE_PHASE6_V30_TICK_GAP_V1,NZDUSD,2021.02.26 23:57:59,2021.03.01 00:00:00,172921
SOLTRADE_PHASE6_V30_TICK_GAP_V1,NZDUSD,2021.03.05 23:57:59,2021.03.08 00:00:00,172921
SOLTRADE_PHASE6_V30_TICK_GAP_V1,NZDUSD,2021.03.12 23:57:59,2021.03.15 00:09:30,173491
SOLTRADE_PHASE6_V30_TICK_GAP_V1,NZDUSD,2021.03.19 23:57:59,2021.03.22 00:01:00,172981
SOLTRADE_PHASE6_V30_TICK_GAP_V1,NZDUSD,2021.03.26 23:57:59,2021.03.29 00:00:30,172951
SOLTRADE_PHASE6_V30_TICK_GAP_V1,NZDUSD,2021.04.02 23:53:59,2021.04.05 00:00:30,173191
SOLTRADE_PHASE6_V30_TICK_GAP_V1,NZDUSD,2021.04.09 23:57:59,2021.04.12 00:00:00,172921
SOLTRADE_PHASE6_V30_TICK_GAP_V1,NZDUSD,2021.04.16 23:57:59,2021.04.19 00:00:00,172921
SOLTRADE_PHASE6_V30_TICK_GAP_V1,NZDUSD,2021.04.23 23:57:59,2021.04.26 00:00:00,172921
SOLTRADE_PHASE6_V30_TICK_GAP_V1,NZDUSD,2021.04.30 23:57:59,2021.05.03 00:00:00,172921
SOLTRADE_PHASE6_V30_TICK_GAP_V1,NZDUSD,2021.05.07 23:57:59,2021.05.10 00:00:00,172921
SOLTRADE_PHASE6_V30_TICK_GAP_V1,NZDUSD,2021.05.14 23:57:59,2021.05.17 00:10:30,173551
SOLTRADE_PHASE6_V30_TICK_GAP_V1,NZDUSD,2021.05.21 23:57:59,2021.05.24 00:10:00,173521
SOLTRADE_PHASE6_V30_TICK_GAP_V1,NZDUSD,2021.05.28 23:57:59,2021.05.31 00:01:00,172981
